"orderId","token","count","lang","pos","case","comment","position","suffix_lang","new_count"
3502,"сизябскыс",1,"rus",,,"name","stem","kpv",1
3503,"сизябскысь",2,"rus",,,"name","stem","kpv",1
4176,"усинск",1,"rus","noun","nom","name","stem","kpv",1
4177,"усинске",1,"rus",,,"name","stem","kpv",2
4178,"усинскей",1,"rus",,,"name","stem","kpv",1
4179,"усинскын",1,"rus",,,"name","stem","kpv",1
4219,"федэссяыс",1,"rus",,,"name","stem","kpv",1
4231,"ханты-мансийск",2,"rus","noun","nom","name","stem","kpv",3
4233,"ханты-мансийскеяс",1,"rus",,,"name","stem","kpv",1
4235,"ханты-мансийскысь",1,"rus",,,"name","stem","kpv",1
4236,"хатанзейская",1,"rus","noun","nom","name","stem","kpv",1
4238,"хельсинкиын",2,"rus",,,"name","stem","kpv",2
4273,"цильмаысь",6,"rus",,,"name","stem","kpv",4
2536,"пейсят",20,"rus","noun","nom","number","stem","kpv",16
6,"xозяйствоын",1,"rus",,,"-","stem","kpv",1
54,"алексеевна",14,"rus",,"nom","-","stem","kpv",11
55,"алексеевнаан",1,"rus",,,"-","stem","kpv",1
56,"алексеевнаыс",1,"rus",,,"-","stem","kpv",1
57,"алексей",9,"rus","noun","nom","name","stem","kpv",6
61,"анастасия",4,"rus","noun","nom","name","stem","kpv",4
147,"большеземельская",1,"rus","adj","nom","-","stem","kpv",1
224,"брезент",3,"rus","noun","nom","-","stem","kpv",3
230,"бульдозерен",1,"rus",,,"-","stem","kpv",1
241,"бусинец",1,"rus","noun",,"-","stem","kpv",1
290,"василейсянь",2,"rus",,,"-","stem","kpv",2
291,"василий",14,"rus","noun",,"-","stem","kpv",10
296,"васильевич",3,"rus","noun",,"-","stem","kpv",3
297,"васильевка",2,"rus","noun",,"-","stem","kpv",2
298,"васильевна",4,"rus","noun",,"-","stem","kpv",4
300,"вась",4,"rus","noun",,"-","stem","kpv",2
301,"васька",11,"rus","noun",,"-","stem","kpv",9
302,"васькалысь",1,"rus",,,"-","stem","kpv",1
305,"вася",13,"rus","noun",,"-","stem","kpv",3
307,"васялэн",1,"rus",,,"-","stem","kpv",1
350,"версия",1,"rus","noun",,"-","stem","kpv",1
657,"влась",2,"rus","noun",,"-","stem","kpv",1
658,"власьт",1,"rus","noun",,"-","stem","kpv",1
659,"власьтьыс",1,"rus","noun",,"-","stem","kpv",1
679,"возил",1,"rus","verb",,"-","stem","rus",1
778,"восем",1,"rus","noun",,"num","stem","kpv",2
779,"восемесят",13,"rus","noun","nom","num","stem","kpv",14
780,"восемесять",1,"rus","noun","nom","num","stem","kpv",1
783,"восемсот",1,"rus","noun","nom","num","stem","kpv",1
784,"восемь",2,"rus","noun","nom","num","stem","kpv",2
785,"восемьдесят",3,"rus","noun","nom","num","stem","kpv",8
786,"восемьсот",5,"rus","noun","nom","num","stem","kpv",2
787,"вӧскресенньӧ",1,"rus","noun","nom","-","stem","kpv",1
800,"восьмёрка",2,"rus","noun","nom","-","stem","kpv",2
801,"восьми",1,"rus","verb","imp","-","stem","rus",1
802,"восьмидесяти",1,"rus","noun","nom","-","stem","kpv",1
809,"восьмой",4,"rus","noun","nom","-","stem","kpv",4
810,"восьмойын",1,"rus","noun","ines","-","stem","kpv",1
851,"все",24,"rus","adv","nom","-","stem","kpv",18
852,"всё",155,"rus","adv","nom","-","stem","kpv",140
853,"всё-таки",10,"rus","adv","nom","-","stem","kpv",7
854,"всё-штаки",1,"rus","adv","nom","-","stem","kpv",1
855,"всегда",1,"rus","adv","nom","-","stem","kpv",1
859,"всёравно",1,"rus","adv","nom","-","stem","kpv",1
860,"всесоюзнӧй",1,"rus","adj","nom","-","stem","kpv",1
861,"всех",2,"rus","adv","nom","-","stem","rus",1
862,"всёш",1,"rus","check",,"-","stem","kpv",1
863,"встретитэмаась",1,"rus","verb",,"-","suffix","kpv",1
865,"встречасьыс",1,"rus","verb",,"-","stem","kpv",1
866,"всю",1,"rus","adv","dative","-","stem","rus",1
867,"всяк",1,"rus","adj",,"-","stem","kpv",1
868,"всякей",2,"rus","adj",,"-","stem","kpv",5
869,"всяко",2,"rus","adv",,"-","stem","kpv",2
930,"выселитісны",1,"rus","verb",,"-","stem","kpv",1
931,"выселитісныс",1,"rus","verb",,"-","stem","kpv",1
932,"выселитэмаась",1,"rus","verb",,"-","stem","kpv",1
933,"высьт",1,"sjd",,,"-","stem","kpv",1
945,"газет",5,"rus","noun","nom","-","stem","kpv",5
952,"газетсьыс",1,"rus","noun",,"-","stem","kpv",1
953,"газетсэ",2,"rus","noun",,"-","stem","kpv",2
954,"газетъяс",2,"rus","noun",,"-","stem","kpv",1
1002,"госуниверситетысь",1,"rus","noun",,"-","stem","kpv",1
1003,"гӧсь",7,"rus","noun","nom","-","stem","kpv",7
1004,"гӧсьтес",2,"rus","noun",,"-","stem","kpv",2
1007,"гӧсьтитны",3,"rus","verb",,"-","stem","kpv",3
1008,"гӧсьтитӧдны",2,"rus","verb",,"-","stem","kpv",2
1009,"гӧсьтитӧдӧны",1,"rus","verb",,"-","stem","kpv",1
1010,"гӧсьтитӧны",1,"rus","verb",,"-","stem","kpv",1
1012,"гӧсьтъяс",1,"rus","noun",,"-","stem","kpv",1
1013,"гӧсьяслы",1,"rus","noun",,"-","stem","kpv",1
1045,"грезнэесь",1,"rus","adj",,"-","stem","kpv",1
1046,"грезь",2,"rus","noun",,"-","stem","kpv",1
1047,"грузит",1,"rus","verb","imp","-","stem","kpv",1
1048,"грузитам",1,"rus","verb",,"-","stem","kpv",1
1049,"грузитан",1,"rus","verb",,"-","stem","kpv",1
1050,"группаысь",1,"rus","noun",,"-","stem","kpv",1
1078,"двухтысячнэй",1,"rus","noun",,"-","stem","kpv",1
1089,"десеть",6,"rus","noun",,"-","stem","kpv",5
1090,"десяти",3,"rus","noun","nom","-","stem","kpv",3
1091,"десятикилометровей",1,"rus","noun",,"-","stem","kpv",1
1095,"десятой",2,"rus","noun",,"-","stem","kpv",3
1098,"десять",1,"rus","noun",,"num","stem","kpv",1
1152,"диссертациятӧ",1,"rus","noun","acc","-","stem","kpv",1
1174,"дрессянка",1,"rus","noun","nom","-","stem","kpv",1
1175,"другасим",1,"rus","verb",,"-","stem","kpv",1
1179,"друзьяяс",1,"rus","noun",,"-","stem","kpv",1
1182,"дуся-то",1,"rus","noun",,"-","stem","kpv",1
1183,"дусяыс",1,"rus","noun",,"-","stem","kpv",1
1197,"есь",4,"rus","ptcl",,"-","stem","kpv",3
1199,"жарасе",2,"rus","verb",,"-","stem","kpv",2
1200,"жаресь",1,"rus","adj",,"-","stem","kpv",1
1208,"завезитісны",1,"rus",,,"-","stem","kpv",1
1210,"зависитӧ",1,"rus",,,"-","stem","kpv",1
1211,"зависитэ",5,"rus",,,"-","stem","kpv",6
1221,"запись",1,"rus",,,"-","stem","kpv",1
1222,"записьыс",1,"rus",,,"-","stem","kpv",1
1223,"записьяс",1,"rus",,,"-","stem","kpv",1
1227,"запчасьт",1,"rus",,,"-","stem","kpv",1
1228,"заразитінныд",1,"rus",,,"-","stem","kpv",1
1229,"заразитчыны",1,"rus",,,"-","stem","kpv",1
1232,"здесь",7,"rus",,,"-","stem","kpv",7
1234,"зеленоватэй",1,"rus",,,"-","stem","kpv",1
1236,"зелень",1,"rus",,,"-","stem","kpv",1
1237,"зеленьыс",1,"rus",,,"-","stem","kpv",1
1245,"земля",13,"rus",,,"-","stem","kpv",3
1250,"земляниканас",1,"rus",,,"-","stem","kpv",1
1251,"земляникасэ",1,"rus",,,"-","stem","kpv",1
1254,"землячка",1,"rus",,,"-","stem","kpv",1
1256,"земляыс",2,"rus",,,"-","stem","kpv",2
1258,"земляэдзыс",1,"rus",,,"-","stem","kpv",1
1261,"земснарядъяс",3,"rus",,,"-","stem","kpv",3
1262,"зеркала",1,"rus",,,"-","stem","kpv",1
1264,"зерносэ",1,"rus",,,"-","stem","kpv",1
1272,"зимней",3,"rus",,,"-","stem","kpv",3
1273,"зимнейяс",1,"rus",,,"-","stem","kpv",1
1274,"зимник",2,"rus",,,"-","stem","kpv",2
1277,"зимой",2,"rus",,,"-","stem","kpv",2
1278,"зинаида",2,"rus",,,"-","stem","kpv",2
1279,"зинайда",1,"rus",,,"-","stem","kpv",1
1281,"зинон",6,"rus",,,"-","stem","kpv",6
1282,"зинонлэн",1,"rus",,,"-","stem","kpv",1
1283,"зинонсэ",1,"rus",,,"-","stem","kpv",1
1284,"зиноныс",1,"rus",,,"-","stem","kpv",1
1293,"зьверлы",1,"rus",,,"-","stem","kpv",1
1294,"зьверсэ",2,"rus",,,"-","stem","kpv",2
1295,"зьверъяс",1,"rus",,,"-","stem","kpv",1
1296,"зьверъясӧн",1,"rus",,,"-","stem","kpv",1
1297,"зяте",1,"rus",,,"-","stem","kpv",2
1298,"зять",4,"rus",,,"-","stem","kpv",2
1299,"зятьлы",1,"rus",,,"-","stem","kpv",1
1300,"зятьлэн",1,"rus",,,"-","stem","kpv",1
1302,"зятьыслысь",1,"rus",,,"-","stem","kpv",1
1317,"изобразитэма",1,"rus",,,"-","stem","kpv",1
1318,"изосимович",1,"rus",,,"-","stem","kpv",1
1334,"изьватас-литературнэй",1,"rus",,,"-","stem","kpv",1
1344,"изюминка",1,"rus",,,"-","stem","kpv",1
1440,"кассета",1,"rus",,,"-","stem","kpv",1
1441,"кассетаыс",1,"rus",,,"-","stem","kpv",1
1442,"кассян",1,"rus",,,"-","stem","kpv",1
1443,"кассяна",14,"rus",,,"-","stem","kpv",11
1445,"кассянсӧ",1,"rus",,,"-","stem","kpv",1
1446,"кассяныс",1,"rus",,,"-","stem","kpv",1
1480,"кисель",3,"rus",,,"-","stem","kpv",3
1482,"кисельыс",1,"rus",,,"-","stem","kpv",1
1483,"кисельяс",1,"rus",,,"-","stem","kpv",1
1531,"кӧзяев",1,"rus",,,"-","stem","kpv",1
1532,"кӧзяеваыс",1,"rus",,,"-","stem","kpv",1
1533,"кӧзяинсэ",1,"rus",,,"-","stem","kpv",1
1534,"кӧзяинъясыс",1,"rus",,,"-","stem","kpv",1
1535,"кӧзяйка",5,"rus",,,"-","stem","kpv",2
1537,"кӧзяйкалы",1,"rus",,,"-","stem","kpv",1
1538,"кӧзяйкалэн",1,"rus",,,"-","stem","kpv",1
1539,"кӧзяйканум",1,"rus",,,"-","stem","kpv",1
1540,"кӧзяйканыссэ",1,"rus",,,"-","stem","kpv",1
1541,"кӧзяйкаыс",3,"rus",,,"-","stem","kpv",3
1542,"кӧзяйкаыслы",1,"rus",,,"-","stem","kpv",1
1543,"кӧзяйкаыслысь",1,"rus",,,"-","stem","kpv",1
1559,"колмозеро",1,"rus",,,"-","stem","kpv",1
1578,"комиссия",1,"rus",,,"-","stem","kpv",1
1579,"комиссияыс",1,"rus",,,"-","stem","kpv",1
1580,"комиссияыслы",1,"rus",,,"-","stem","kpv",1
1585,"композиторлэн",1,"rus",,,"-","stem","kpv",1
1650,"косилка",1,"rus",,,"-","stem","kpv",1
1651,"косилкаяс",1,"rus",,,"-","stem","kpv",1
1675,"красиво",1,"rus",,,"-","stem","kpv",1
1676,"красивый",1,"rus",,,"-","stem","kpv",1
1682,"кресьтяна",1,"rus",,,"-","stem","kpv",1
1683,"крукасян",2,"rus",,,"-","stem","kpv",2
1684,"крукасянас",2,"rus",,,"-","stem","kpv",2
1685,"крукасянын",1,"rus",,,"-","stem","kpv",1
1686,"крукасянэ",1,"rus",,,"-","stem","kpv",1
1844,"ловозераа",2,"rus",,,"-","stem","kpv",2
1845,"ловозераан",1,"rus",,,"-","stem","kpv",1
1846,"ловозеро",3,"rus",,,"-","stem","kpv",3
1847,"ловозероас",4,"rus",,,"-","stem","kpv",4
1848,"ловозеросьыс",1,"rus",,,"-","stem","kpv",1
1850,"ловозерскэй",1,"rus",,,"-","stem","kpv",1
1995,"магазин",3,"rus",,,"-","stem","kpv",3
1996,"магазинас",4,"rus",,,"-","stem","kpv",4
1999,"магазинын",3,"rus",,,"-","stem","kpv",4
2000,"магазинысь",2,"rus",,,"-","stem","kpv",2
2001,"магазинэ",2,"rus",,,"-","stem","kpv",2
2004,"максимальнэ",1,"rus",,,"-","stem","kpv",1
2022,"манси",12,"rus",,,"-","stem","kpv",8
2033,"мансиса",1,"rus",,,"-","stem","kpv",1
2035,"маруся",1,"rus",,,"-","stem","kpv",1
2038,"масьтер",1,"rus",,,"-","stem","kpv",1
2074,"месец",1,"rus",,,"-","stem","kpv",1
2075,"месеч",10,"rus",,,"-","stem","kpv",10
2076,"месечсэ",1,"rus",,,"-","stem","kpv",1
2077,"месечча",1,"rus",,,"-","stem","kpv",1
2084,"месяц",6,"rus",,,"-","stem","kpv",6
2088,"месяцӧн",1,"rus",,,"-","stem","kpv",1
2089,"месяцъясэн",1,"rus",,,"-","stem","kpv",1
2090,"месяцысь",1,"rus",,,"-","stem","kpv",1
2094,"мизернэй",3,"rus",,,"-","stem","kpv",3
2096,"мизинец",1,"rus",,,"-","stem","kpv",1
2103,"мифологизируйтны",1,"rus",,,"-","stem","kpv",1
2104,"мифологизируйтчис",1,"rus",,,"-","stem","kpv",1
2129,"морозец",1,"rus",,,"-","stem","kpv",1
2222,"небось",2,"rus",,,"-","stem","kpv",3
2230,"нельзя",8,"rus",,,"-","stem","kpv",1
2236,"неминучаысь",1,"rus",,,"-","stem","kpv",1
2237,"несьчассе",5,"rus",,,"-","stem","kpv",5
2238,"нефтепромыселас",1,"rus",,,"-","stem","kpv",1
2249,"новоселлеяс",1,"rus",,,"-","stem","kpv",1
2285,"ӧбезяйттельна",1,"rus",,,"-","stem","kpv",1
2286,"областьясысь",1,"rus",,,"-","stem","kpv",1
2287,"обласьт",1,"rus",,,"-","stem","kpv",1
2289,"обнаружитэмаась",1,"rus",,,"-","stem","kpv",1
2290,"обязанэсь",1,"rus",,,"-","stem","kpv",1
2301,"озера",2,"rus",,,"-","stem","kpv",2
2302,"озеро",3,"rus",,,"-","stem","kpv",3
2344,"описьюнас",1,"rus",,,"-","stem","kpv",1
2346,"опрось",2,"rus",,,"-","stem","kpv",2
2366,"ӧсипъяслысь",1,"rus",,,"-","stem","kpv",1
2386,"относительнэй",1,"rus",,,"-","stem","kpv",1
2387,"относитісны",1,"rus",,,"-","stem","kpv",1
2389,"относитче",1,"rus",,,"-","stem","kpv",1
2390,"относитчыны",1,"rus",,,"-","stem","kpv",1
2396,"отразитэмаась",1,"rus",,,"-","stem","kpv",1
2403,"отсюда",2,"rus",,,"-","stem","kpv",2
2418,"пажалусьта",1,"rus",,,"-","stem","kpv",1
2419,"пакесь",1,"rus",,,"-","stem","kpv",1
2531,"паузьӧнъяссӧ",1,"rus",,,"-","stem","kpv",1
2534,"педуниверситет",1,"rus",,,"-","stem","kpv",1
2535,"педуниверситетын",1,"rus",,,"-","stem","kpv",1
2542,"пенсионер",2,"rus",,,"-","stem","kpv",1
2543,"пенсия",14,"rus",,,"-","stem","kpv",8
2552,"перенеситісныс",1,"rus",,,"-","stem","kpv",1
2555,"переселитісны",1,"rus",,,"-","stem","kpv",5
2556,"переселитчи",1,"rus",,,"-","stem","kpv",1
2557,"переспроситас",1,"rus",,,"-","stem","kpv",1
2559,"песенник",4,"rus",,,"-","stem","kpv",1
2560,"песец",1,"rus",,,"-","stem","kpv",1
2561,"песецӧн",1,"rus",,,"-","stem","kpv",1
2562,"песечьясыс",1,"rus",,,"-","stem","kpv",1
2602,"пӧвесьсэ",1,"rus",,,"-","stem","kpv",1
2603,"повесьт",3,"rus",,,"-","stem","kpv",3
2604,"повесьтес",1,"rus",,,"-","stem","kpv",1
2605,"повесьтсэ",1,"rus",,,"-","stem","kpv",1
2606,"повесьть",2,"rus",,,"-","stem","kpv",1
2612,"погрузитам",1,"rus",,,"-","stem","kpv",1
2615,"подписен",1,"rus",,,"-","stem","kpv",1
2653,"полусидя",1,"rus",,,"-","stem","kpv",1
2672,"помозь",1,"rus",,,"-","stem","kpv",1
2696,"пӧръясемыдлы",1,"rus",,,"-","stem","kpv",1
2726,"посёлок",9,"rus",,,"-","stem","kpv",11
2727,"посёлокас",4,"rus",,,"-","stem","kpv",4
2731,"посёлокъясыс",2,"rus",,,"-","stem","kpv",2
2732,"посёлокын",3,"rus",,,"-","stem","kpv",2
2738,"посьледней",2,"rus",,,"-","stem","kpv",2
2743,"празьдник",1,"rus",,,"-","stem","kpv",1
2744,"празьник",11,"rus",,,"-","stem","kpv",11
2745,"празьнике",3,"rus",,,"-","stem","kpv",3
2746,"празьниксэ",2,"rus",,,"-","stem","kpv",2
2747,"празьникъяс",1,"rus",,,"-","stem","kpv",1
2748,"празьникъяссэ",2,"rus",,,"-","stem","kpv",2
2749,"празьникъясыс",1,"rus",,,"-","stem","kpv",1
2750,"празьникыскед",1,"rus",,,"-","stem","kpv",1
2751,"празьничайтны",2,"rus",,,"-","stem","kpv",2
2754,"председатель",2,"rus",,,"-","stem","kpv",2
2755,"презентация",1,"rus",,,"-","stem","kpv",1
2756,"президентскую",1,"rus",,,"-","stem","kpv",1
2774,"просеитасныс",1,"rus",,,"-","stem","kpv",1
2781,"профессии",1,"rus",,,"-","stem","kpv",1
2784,"псевдоним",2,"rus",,,"-","stem","kpv",2
2786,"психологическӧй",1,"rus",,,"-","stem","kpv",1
2907,"пятсять",1,"rus",,,"-","stem","kpv",1
2908,"пятьдесят",2,"rus",,,"-","stem","kpv",3
2947,"режиссёрскей",1,"rus",,,"-","stem","kpv",1
2948,"резинэвей",2,"rus",,,"-","stem","kpv",2
2949,"резюмеэс",1,"rus",,,"-","stem","kpv",1
2973,"россии",3,"rus",,,"-","stem","kpv",1
2976,"россия",1,"rus",,,"-","stem","kpv",1
2977,"россияас",2,"rus",,,"-","stem","kpv",2
2978,"россиясэ",1,"rus",,,"-","stem","kpv",1
2979,"россияын",4,"rus",,,"-","stem","kpv",4
2980,"россияыс",1,"rus",,,"-","stem","kpv",5
2981,"россияэ",1,"rus",,,"-","stem","kpv",2
3030,"связь",1,"rus",,,"-","stem","kpv",2
3031,"связьыс",1,"rus",,,"-","stem","kpv",1
3032,"связьяс",1,"rus",,,"-","stem","kpv",1
3037,"сё-таки",1,"rus",,,"-","stem","kpv",1
3038,"себе",3,"rus",,,"-","stem","kpv",3
3039,"себя",1,"rus",,,"-","stem","kpv",1
3040,"север",1,"rus",,,"-","stem","kpv",1
3041,"северлаздоре",1,"rus",,,"-","stem","kpv",1
3042,"севернӧй",1,"rus",,,"-","stem","kpv",1
3045,"севернэй",1,"rus",,,"-","stem","kpv",1
3046,"севернэйяс",1,"rus",,,"-","stem","kpv",1
3051,"севодня",1,"rus",,,"-","stem","kpv",1
3053,"сегодня",3,"rus",,,"-","stem","kpv",1
3065,"сезон",1,"rus",,,"-","stem","kpv",1
3066,"сезоннэй",1,"rus",,,"-","stem","kpv",1
3092,"сейчас",5,"rus",,,"-","stem","kpv",7
3111,"село",1,"rus",,,"-","stem","kpv",1
3112,"селоас",2,"rus",,,"-","stem","kpv",3
3114,"селоын",2,"rus",,,"-","stem","kpv",1
3116,"селояс",1,"rus",,,"-","stem","kpv",1
3117,"селояссьыс",2,"rus",,,"-","stem","kpv",2
3118,"селоясын",1,"rus",,,"-","stem","kpv",1
3120,"сельги",11,"rus",,,"-","stem","kpv",11
3121,"сельгиэн",1,"rus",,,"-","stem","kpv",1
3122,"сельди",1,"rus",,,"-","stem","kpv",1
3123,"селькей",1,"rus",,,"-","stem","kpv",1
3128,"сельскей",1,"rus",,,"-","stem","kpv",1
3133,"сельсоветын",1,"rus",,,"-","stem","kpv",1
3135,"сельсӧветыс",1,"rus",,,"-","stem","kpv",1
3136,"сельсоветысь",1,"rus",,,"-","stem","kpv",1
3137,"сельсӧветэ",1,"rus",,,"-","stem","kpv",1
3138,"сельсэветыс",1,"rus",,,"-","stem","kpv",1
3140,"сем",2,"rus",,,"-","stem","kpv",4
3141,"семдесят",2,"rus",,,"-","stem","kpv",2
3143,"семейнэй",4,"rus",,,"-","stem","kpv",3
3152,"семесят",8,"rus",,,"-","stem","kpv",8
3157,"семинар",2,"rus",,,"-","stem","kpv",2
3158,"семинарас",1,"rus",,,"-","stem","kpv",1
3160,"семӧ",1,"rus",,,"-","stem","kpv",1
3161,"семсет",1,"rus",,,"-","stem","kpv",1
3164,"семъяысь",1,"rus",,,"-","stem","kpv",1
3165,"семъяясэн",1,"rus",,,"-","stem","kpv",1
3166,"семь",1,"rus",,,"-","stem","kpv",1
3171,"семьсот",2,"rus",,,"-","stem","kpv",2
3173,"семья",24,"rus",,,"-","stem","kpv",30
3174,"семьяан",2,"rus",,,"-","stem","kpv",2
3175,"семьяаныд",1,"rus",,,"-","stem","kpv",1
3176,"семьяас",4,"rus",,,"-","stem","kpv",3
3177,"семьялӧн",2,"rus",,,"-","stem","kpv",2
3178,"семьялы",2,"rus",,,"-","stem","kpv",2
3179,"семьялэн",1,"rus",,,"-","stem","kpv",1
3180,"семьянад",2,"rus",,,"-","stem","kpv",2
3181,"семьянас",3,"rus",,,"-","stem","kpv",3
3182,"семьянум",3,"rus",,,"-","stem","kpv",3
3183,"семьясын",1,"rus",,,"-","stem","kpv",1
3184,"семьясьыс",3,"rus",,,"-","stem","kpv",3
3185,"семьясэ",8,"rus",,,"-","stem","kpv",8
3186,"семьятӧ",1,"rus",,,"-","stem","kpv",1
3188,"семьяыдлы",3,"rus",,,"-","stem","kpv",3
3189,"семьяын",5,"rus",,,"-","stem","kpv",2
3190,"семьяынтӧ",1,"rus",,,"-","stem","kpv",1
3191,"семьяыс",11,"rus",,,"-","stem","kpv",12
3192,"семьяыслы",3,"rus",,,"-","stem","kpv",3
3194,"семьяяс",4,"rus",,,"-","stem","kpv",3
3195,"семьяясыс",1,"rus",,,"-","stem","kpv",1
3204,"сени",1,"rus",,,"-","stem","kpv",1
3205,"сенисэ",1,"rus",,,"-","stem","kpv",1
3206,"сеновал",1,"rus",,,"-","stem","kpv",1
3207,"сенокос",2,"rus",,,"-","stem","kpv",2
3208,"сенояс",1,"rus",,,"-","stem","kpv",1
3209,"сентябр",2,"rus",,,"-","stem","kpv",2
3211,"сентябрь",1,"rus",,,"-","stem","kpv",1
3213,"сеня",5,"rus",,,"-","stem","kpv",5
3214,"сепаратор",1,"rus",,,"-","stem","kpv",1
3237,"сердечко",1,"rus",,,"-","stem","kpv",1
3238,"сёрджык",1,"rus",,,"-","stem","kpv",1
3246,"сериалыс",1,"rus",,,"-","stem","kpv",1
3335,"серо-буро-малинэвей",1,"rus",,,"-","stem","kpv",1
3341,"серъёзнэесь",1,"rus",,,"-","stem","kpv",1
3342,"серъяссьыс",1,"rus",,,"-","stem","kpv",1
3343,"серьёзнэй",1,"rus",,,"-","stem","kpv",1
3344,"сессия",2,"rus",,,"-","stem","kpv",2
3345,"сессияяс",1,"rus",,,"-","stem","kpv",1
3347,"сестра",4,"rus",,,"-","stem","kpv",3
3348,"сестраыс",1,"rus",,,"-","stem","kpv",1
3349,"сестреничанумлысь",1,"rus",,,"-","stem","kpv",1
3370,"сеткаясын",1,"rus",,,"-","stem","kpv",1
3371,"сетки",1,"rus",,,"-","stem","kpv",1
3454,"сибирад",2,"rus",,,"-","stem","kpv",2
3455,"сибире",1,"rus",,,"-","stem","kpv",1
3456,"сибиркаясэн",1,"rus",,,"-","stem","kpv",1
3457,"сибирӧ",1,"rus",,,"-","stem","kpv",1
3458,"сибирса",1,"rus",,,"-","stem","kpv",1
3459,"сибирскей",4,"rus",,,"-","stem","kpv",4
3462,"сиг",2,"rus",,,"-","stem","kpv",2
3466,"сигыслэн",1,"rus",,,"-","stem","kpv",1
3471,"сидь",2,"rus",,,"-","stem","kpv",2
3472,"сидя",1,"rus",,,"-","stem","kpv",1
3533,"силаа",1,"rus",,,"-","stem","kpv",1
3535,"силаныс",1,"rus",,,"-","stem","kpv",1
3536,"силаыд",2,"rus",,,"-","stem","kpv",2
3592,"сирета",1,"rus",,,"-","stem","kpv",1
